"temperature","humidity","light_level","uv_level"
28.0947956082575,72.6181484740271,200.393931781873,6.10433550097372
29.63068,69.20676,481.6667,6.101721
27.45348,74.40237,128.699164812617,5.970501
28.6889245834291,73.5283693867282,330.393221526185,5.90340380481214
28.44019,69.9697,312.5,6.134526
29.8150359146407,66.7316583759882,511.806744585362,6.10193921748987
29.34109,68.58878,452.5,6.101721
28.2727201078826,70.015128860086,455.892187729087,6.14607083138589
29.26602,69.35934,460,6.134526
28.622378703353,71.6109413004977,430.341677708664,5.93554706002291
28.7504595225467,71.9682742552086,257.219714904797,6.11103816756178
29.33037,67.5817,264.1667,6.101721
27.6528210562415,74.2702884367408,572.949504215599,6.21839927794037
28.67614,70.96152,116.504067400374,6.003306
29.39472,69.55771,520.8333,6.167332
29.363477462469,66.8327988201544,395.594449897262,6.16237653352628
27.56073,76.69882,130.985751293879,5.970501
28.45091,71.25906,283.3333,6.003306
27.36768,76.99637,131.747916299813,5.937696
29.83445,64.16373,130.985751293879,6.265746
28.1270686165364,70.0340458267011,195.947546684183,6.14698101479077
27.38913,78.51462,132.510172769206,5.937696
28.5615602365286,69.9555416553998,484.030843941503,6.06969334296376
29.4874032075748,69.8608606677139,213.112649719926,5.99602191769921
29.13732,67.07816,124.125991850094,6.003306
26.9209456468969,76.2821438954485,115.118198153193,5.94367481635271
28.6887240954436,74.0724452918547,261.209535174136,6.07535554231229
29.73792,66.53647,353.3333,6.134526
29.4052020416823,68.343777546869,415.634199251788,6.04712825788256
29.31965,68.76425,505,6.101721
29.7277970074313,68.5613779785683,214.268593183608,6.08963290874377
29.61995,68.64981,399.1667,6.134526
27.843538722525,74.9708282156751,249.476162111735,6.10714441662397
28.1539632161365,72.248533379061,204.526492139191,6.01031598084255
29.67358,69.10757,395.8333,6.068917
28.5901659037028,71.0542933348682,367.417340904065,6.07336661519247
28.7158121345672,73.1327404168818,408.333119901441,6.09452939074485
27.92538,76.31735,146.229691656776,6.003306
28.5308473119313,72.6312594535448,164.656710405295,6.1012321900189
30.1178582387747,63.0356818637317,558.526585178837,6.14189705613479
29.31965,68.31412,343.3333,6.101721
29.37327,68.8024,352.5,6.068917
26.91722,80.26938,287.5,6.003306
29.6507463041005,64.2170625095565,505.211734850215,6.27237296897727
29.75938,65.16318,117.266232406308,6.331357
28.6316960346195,68.9366229211922,222.892690659682,6.14793182077711
28.1707905876957,72.0921665209436,114.646163790645,5.92709622613823
30.1510060153181,64.0792539623914,743.918462138593,6.24497560953895
29.43762,68.23019,174.1667,6.101721
27.91466,74.91354,165.284548512804,6.003306
28.488178579473,73.0867849671839,462.760467983758,6.18306423053897
30.0712379326008,66.6337889947676,354.496745172049,6.08667113119098
27.68943,77.49228,149.278443143972,5.872086
27.8803015092107,72.1780102589613,660.107173291299,6.14288379577255
29.66285,66.91794,441.6667,6.134526
29.0392793997523,68.6493353326452,205.558602712117,6.08027153608351
29.29819,68.11575,433.3333,6.068917
30.4222483800354,63.7710315613269,271.744248356945,6.04800766996927
28.8325297463685,71.2545407433223,245.411580350706,6.02067517156418
28.29004,72.6705,133.27233777514,6.101721
29.16949,71.15988,147.754021668645,6.167332
28.6643232353105,70.1592904836802,280.141232673756,6.06163617414869
29.66285,66.94083,262.5,6.134526
30.2134633798266,64.8294764115992,273.304609191317,6.10817524092429
29.9001987268672,65.3810673453202,270.489556619192,6.09822496607354
29.2984746872885,68.2826733281709,163.451310382469,6.14345248218022
28.1371983520573,71.3146255702201,354.69772131929,6.01771643903442
30.0074269827722,64.6443018383043,151.502324125849,6.12678719700115
28.4524599410198,71.5350474636429,260.169091959399,5.99816643650333
29.39472,69.81711,535,6.134526
29.2009272819781,67.9337969506756,167.523804819984,6.0939786783319
28.45091,70.19858,315,6.036111
29.44835,69.68741,193.571579651907,6.134526
28.4311202399113,70.9699187260107,680.316552660804,6.24138504844022
28.4958454751956,71.7255020090825,490.865689266896,6.1685131478232
29.08369,67.34518,549.1666,5.970501
29.41617,67.44437,430,6.036111
27.7840344739198,72.5186938693795,376.153816414767,6.062624943742
28.3203416298796,71.3836499156603,403.522081631356,6.05570072958466
28.40801,72.31955,260.8333,5.806477
29.3863448476496,68.1854544555434,330.208621102677,6.16278168480522
28.12916,73.99802,108.882051487196,6.068917
28.2631354928965,70.1041334429699,292.997133427756,6.07489259379321
28.9467204720658,68.001679033038,386.580215684147,6.05965959544285
27.91466,75.43234,160.711375550281,6.003306
27.74306,77.23288,150.040608149906,6.003306
29.4610167110898,64.8162820826144,443.056000615975,6.11851343529527
29.4698,69.75607,551.6666,6.167332
29.2742373564099,67.9597295851067,166.130106188626,6.11263749349325
29.58778,67.10867,382.5,6.101721
28.4106151354769,72.2086800420819,324.733365580087,6.06083832597617
29.4550558493353,68.0789670749864,368.390528287637,6.20599546149405
28.4049643846474,72.1779586160492,579.994384383044,6.095218267694
28.2528078174827,74.2011292025434,233.506966994553,6.03496576112099
29.29819,67.68851,381.6667,6.101721
28.04336,73.95987,118.028397412243,6.101721
29.29819,67.1926,359.1667,6.167332
28.48309,71.79312,157.662624063085,6.068917
29.19094,70.85471,110.406472962523,6.725015
28.9639320060166,68.8791762667249,414.005024464426,6.15720716054521
28.38656,72.01437,148.516278138038,6.003306
29.0999040217966,67.5573203224284,452.325610424644,6.10450333668933
29.60922,69.08469,437.5,6.134526
29.820467906848,65.748944013537,426.247281230012,6.10535522069173
28.80484,68.40567,535,6.134526
29.131912358009,67.1222426694251,488.492234423741,6.14584687323953
28.41874,72.18985,305,6.003306
27.74306,77.03452,149.278443143972,6.003306
29.45907,69.74081,518.3333,6.200136
29.4269,68.13101,409.1667,6.101721
29.37327,65.71249,405.8333,6.134526
27.7645,77.20999,149.278443143972,6.003306
27.989403125101,75.5447062225264,426.48603408452,6.01033186486863
29.60922,69.36697,412.5,6.134526
27.5394317950072,74.8307535737946,284.392432206276,6.14847583421662
29.0256740468768,70.30815960361,337.255612432588,5.9572966387935
30.2473511598794,63.9536388524194,196.643697400992,5.92931402936053
29.6976646814863,65.3377623790313,529.145832355175,6.16497568918741
29.37327,68.81766,487.5,6.200136
29.37327,68.74899,239.1667,6.134526
29.156194539145,71.4577704605186,201.323017637824,6.06656488786649
27.82886,76.46994,147.754021668645,6.068917
29.63068,68.87869,472.5,6.101721
28.9849471966425,68.2609359830368,369.056001265617,6.03609149878408
28.7856678912775,68.9848809215335,302.910820771627,5.97709989688003
29.60922,66.94846,195,6.101721
28.44019,70.98441,261.6667,6.101721
28.44019,70.38931,313.3333,6.42977
29.1943286234871,71.1845958436947,252.275357440417,6.14622218300871
27.2926,77.08029,113.455224449719,5.970501
28.02191,73.98276,135.558924256402,5.970501
28.8602960551701,69.5109457798094,122.575170120713,6.00920705856818
28.05408,71.19803,516.6666,6.101721
29.27675,65.71249,425,6.101721
29.131768254006,70.7657443765911,323.473320377323,6.02007881374373
29.01934,67.48251,544.1666,6.265746
26.88505,79.78873,657.5,6.068917
28.81557,68.38278,536.6666,6.101721
29.1300082743322,67.9606714895276,385.596130258574,6.0816999566814
27.74306,77.0574,149.278443143972,5.281598
28.40310885559,74.1190550404578,342.182494704163,5.97424552709367
29.0240262694377,69.6287681596535,232.764984183291,5.96986954087995
29.1535087357348,69.6941022660349,234.619318720471,6.10157633683649
27.36768,77.93478,124.125991850094,6.003306
29.35182,68.94736,550.8333,6.134526
28.7957945952809,70.2662468888961,258.743735692784,6.07117411947294
29.0234302944331,65.4516411460843,183.075176402488,6.05803837332955
27.5035967343301,77.6904739928543,418.613483668217,6.09624819124434
29.0827607833793,66.9771223241722,171.171251508679,6.00466371980113
28.9726232359476,70.6324162987856,312.092628645692,6.12182565155916
28.786994441875,72.8270347297125,328.488043161152,6.19193303815188
29.0413767825426,67.6033589071214,132.677833874737,6.02274718404081
29.1132036184342,69.2794473156592,524.594152503355,6.07101488409622
29.0447170959163,69.9257546639804,351.631997501889,5.97385807481396
29.8320286708599,63.4918896827985,164.879308505081,6.03070815271587
27.3784,77.56857,123.363826844159,6.298551
26.85287,76.93533,459.1667,6.134526
28.91209,67.7648,539.1666,5.970501
29.3142937695966,68.9223363149137,343.654069530958,6.14856112715501
29.75938,65.88797,159.186954074953,6.298551
29.4698,68.48196,565,6.101721
29.00862,67.45963,546.6666,6.003306
28.716308422513,70.2160601790389,537.441680579423,6.19827406605464
29.3156732250249,66.3507669896528,571.222976169031,6.17603920284808
28.9916843167871,66.745002926107,488.541184283845,6.02246987722521
30.163314810634,66.3878128444287,464.250089578423,6.10433354625122
27.9129671770555,70.5252529284231,276.981183162882,6.03538400184198
28.61179,69.08469,537.5,6.101721
28.5452354050062,69.5664379344285,366.193003355554,6.08584562602028
29.29819,66.21603,372.5,5.970501
28.0415373292717,74.0039502964713,182.764468107752,5.92823223630971
29.1447142572473,68.7554713831013,367.813866663722,6.11102525219252
29.813,65.03348,167.571134994066,6.101721
29.45907,69.64163,490,6.167332
28.7882849376974,67.8719078131318,315.959252318634,6.03440205024243
28.99789,67.16208,127.174743337289,6.003306
27.91466,75.20346,166.046713518738,6.003306
29.2495840178851,69.618177783777,457.887582747499,6.16767351980108
28.96572,67.35281,497.5,5.839282
27.3568307641464,78.7582901361856,267.126485786155,6.0730396689824
29.5985,69.1152,464.1667,6.134526
27.4079299608312,76.6386063504377,178.7641244827,5.96447063584562
28.3518320076695,72.7378800274173,147.92384445017,5.8824618315388
28.30076,72.81546,124.125991850094,6.003306
28.7484243116559,68.1220037813536,295.181867814533,6.0791510521934
28.3040380079017,70.6632392354635,221.370152180726,6.10704279417549
28.8957636930373,68.5849476484852,461.78066815623,6.11768788209075
28.8829580413405,72.2479231675641,731.743647322603,6.1876759379693
29.3308791807372,69.5891090120945,341.590805824069,6.04967214738373
28.1416071840606,71.1337730915277,258.41567822722,6.12270948991767
28.26859,72.88412,208.3333,6.068917
29.5491358086996,69.4167443952109,260.570794463819,6.17118456293581
29.3769505002968,70.6276627405175,258.403524215586,5.99679845751301
28.0553772590732,76.9570381923276,198.406435474753,6.09702125559962
29.0893828103501,70.112090770523,337.306276605224,6.04610555517027
28.8854229208416,69.9242141691992,667.04399566196,6.11394241357547
28.7151614620733,67.9224195337259,320.112595451096,6.22821323531176
29.0713782439883,71.9043417982292,436.732608802228,6.05570640695533
29.813,64.71304,149.278443143972,6.101721
29.3955828182644,68.0540604416011,206.293031781435,6.14188079040245
29.7701,64.30869,153.089451100562,6.265746
28.90137,67.68088,501.6667,5.937696
26.34879,82.9473,268.3333,6.167332
29.4662402357205,69.3888424021109,492.79708078519,6.12339747998001
28.5617539474502,71.4687282631356,378.951331120148,6.06768644664748
28.40801,72.1517,271.6667,5.970501
28.3815370219521,69.7052969789351,600.118054578221,6.11812489554157
29.28747,65.10214,385.8333,6.101721
27.41058,77.62198,135.558924256402,6.003306
29.15877,71.19803,133.27233777514,6.036111
28.163311872074,72.5956222220444,143.800201231513,6.00879113772237
29.0520091959435,71.7837640412288,124.838018309699,6.05116310087033
28.4237119125754,73.952675299887,405.458464226707,6.15848946019623
27.90393,74.83725,166.046713518738,6.068917
28.41874,70.56479,204.1667,6.134526
28.1831426726622,70.8736571996676,395.436150816231,6.04459422995254
29.2395384395487,70.015315831223,126.233465491539,6.08785370239603
29.21239,70.58005,108.119886481262,6.101721
29.84518,65.07162,235,5.970501
28.7598620066524,68.172634127862,259.34920009336,6.04488672483932
28.30076,72.79257,123.363826844159,6.068917
29.61995,69.00076,476.6667,6.134526
29.83445,65.45309,108.882051487196,5.970501
29.31965,65.48361,391.6667,6.101721
28.8969729578404,72.1765271419002,483.730923475778,6.14596723458334
30.42433,62.86673,171.6667,6.101721
28.6940423388594,66.2525778936017,194.047646388855,6.10150467975
27.31405,79.25467,115.741810930981,5.937696
29.40545,65.46835,305.8333,6.134526
29.29819,68.78714,450.8333,6.101721
29.1102704459906,71.4737343537591,617.19295248185,6.07312720778779
28.2508908889583,69.5720027228375,566.170682614337,6.05746221234629
29.1037781632641,68.9504734160005,135.14988872643,6.1018938914496
29.30892,68.90158,356.6667,6.134526
29.2794619446974,65.831794054271,195.402366114151,6.08209938384628
29.27675,69.12283,144.705270181449,6.003306
30.4744665704016,62.1854180365229,220.009457252982,6.18067211874285
29.0239239666992,69.9076479621325,203.726065640399,6.18823938497834
28.5751653825264,70.179902198046,622.585620874941,6.01831951333156
29.78082,65.51413,248.3333,6.101721
29.1605176119306,70.1941547878722,464.722088734549,6.04988349145474
28.3134990715601,68.7516858824329,485.686934003258,6.06359476007627
28.0070452368933,73.966731694339,373.196498325258,6.05027277145417
28.49381,71.74734,171.6667,6.036111
29.31965,69.87051,489.1667,6.134526
29.60922,69.45853,369.1667,6.101721
28.3530636605928,72.0039977000921,380.411612348932,6.07896346445417
27.93611,75.37131,166.808969988132,6.068917
29.2741045133243,66.1062612755267,225.281242954546,6.14451953532971
29.28747,67.30704,447.5,6.101721
29.167872360626,71.5262389716615,185.928098000597,6.04665282115679
28.46164,70.94626,258.3333,6.068917
29.31965,69.80185,471.6667,6.134526
28.49381,69.53482,548.3333,5.937696
28.4070433624461,67.9474647121056,384.062616016667,6.13731789439243
29.29060009704,69.7826232984128,118.538412524323,6.05806401972009
28.1957607536182,70.3949204989711,228.802237096325,6.11527890509625
